cat,bio1,bio12,CTI_1K,ELEV_1K,EVI_mask_1,EVIM_1K,M13RB1ALT,M13RB2ALT,M13RB3ALT,M13RB7ALT,NPP_Mean_1,RELIEF_1K,SLOPE_1K,lstday,lstnight,coords.x1,coords.x2
534,286,863,13.089987,177,1,3092,950,2731,533,1700,22854.054688,10,1,311,293,-2014252.80886268,759822.814284031
535,284,872,13.452747,204,1,2823,1052,2722,545,1807,62025.648438,13,1,312,293,-2007617.22441233,760275.014742034
536,286,847,12.895942,182,1,2437,1089,2522,575,1977,46252.398438,10,1,312,293,-2018571.30181732,771513.987889137
537,286,827,15.354821,186,1,2581,1114,2635,599,1905,1275.024902,6,1,312,292,-2039448.19974536,784069.479718228
538,262,1090,15.145204,536,1,3070,832,2523,473,1317,2563.734863,40,1,307,293,-2693404.34416132,706068.426626383
539,281,872,13.721757,306,1,2569,1086,2585,578,2043,1412.38916,19,2,312,293,-2550111.44255929,817817.680533809
540,281,898,14.510559,274,1,2473,1439,3053,673,2399,1608.75,8,0,312,293,-2519598.05441818,802083.193064276
541,279,872,12.875228,269,1,2500,1295,2815,693,2429,1599.165161,23,2,312,293,-2481233.98451502,801321.25764429
542,280,868,13.228285,259,1,2449,1295,2780,687,2585,1789.978394,13,1,313,293,-2483034.14566806,804541.685344127
543,283,819,13.68239,320,1,2392,1322,2820,645,2381,562.201721,21,1,313,293,-2516677.89909712,860919.195921926
544,280,864,13.894554,253,1,2405,1443,2971,733,2666,1423.580933,11,0,312,293,-2481785.82806227,804420.459280657
545,280,872,16.45129,320,1,2849,1355,3184,673,2350,1308.905029,7,0,311,292,-2564762.75884824,844570.356617757
546,278,928,17.553589,335,1,2783,1155,2794,643,2202,1496.468384,9,0,312,293,-2557474.62380416,780979.120461293
547,281,849,13.520923,291,1,2637,1315,2986,644,2117,1347.412598,11,1,312,293,-2505146.98107654,831969.524865914
548,277,886,13.065462,345,1,2695,985,2537,531,1812,45575.234375,19,1,311,294,-2580724.94271796,808310.211967348
549,278,901,14.163336,283,1,2306,778,2041,401,1376,759.619568,10,0,309,291,-2614161.40770828,806119.963448182
550,279,938,14.163336,318,1,2367,1441,2922,745,2480,1460.096313,13,1,313,293,-2550945.5953694,775865.451960436
551,275,922,13.520923,306,1,2583,1368,2981,706,2559,1169.565796,12,1,311,293,-2643497.4151443,815320.061459193
552,274,893,12.503643,333,1,2293,1589,3122,761,2972,1427.086426,12,2,312,293,-2636611.96808592,829528.198128144
553,282,555,14.027228,261,1,1930,1796,3100,883,3103,30308.996094,6,1,315,294,-2503142.68898103,1022575.89100053
554,289,371,13.583061,314,1,1460,2684,3953,1057,4371,440.486938,12,1,316,293,-2189730.5483168,1106530.95084955
555,279,779,14.551622,289,1,2348,1383,2871,676,2658,644.152649,6,1,313,292,-2600314.78039911,907204.514581405
556,270,824,17.329041,405,1,2468,1354,2897,685,2418,711.022034,14,0,311,292,-2626278.03734144,876234.563858561
557,278,885,15.248511,280,1,2402,1019,2417,534,1711,14976.800781,28,1,313,293,-2484511.04234057,770161.179873749
558,270,804,13.437435,418,1,2165,1264,2593,624,2318,1367.504272,25,1,312,294,-2623989.979595,909347.397741894
559,282,735,13.552366,275,1,2299,1327,2727,710,2385,1241.529541,8,1,315,293,-2575858.17886445,925317.158148685
560,279,712,18.295086,279,1,2138,1860,3320,941,3400,1064.452393,5,0,313,292,-2588773.6674645,958276.808797591
561,278,745,14.276209,303,1,2091,1656,3087,738,3069,810.722351,10,0,314,293,-2596646.15299055,940615.529165591
562,287,639,35.82037,258,1,2441,1222,2682,630,2057,17501.470703,1,0,310,292,-2534155.51008171,932015.422689685
563,286,636,17.646053,258,1,2341,1214,2632,605,2067,1039.3479,3,0,312,293,-2541968.52916606,940863.000398355
564,283,683,14.159451,265,1,2423,1575,3117,835,3158,1159.385254,6,0,314,293,-2564843.00748921,944803.636357399
565,277,931,14.50538,348,1,2770,1143,2813,588,2001,16142.720703,12,0,311,293,-2540017.11116948,783510.012208055
566,285,628,18.809189,258,1,2319,1204,2611,606,2115,241.625839,4,0,313,293,-2537580.99046748,962334.813448699
567,283,746,21.47728,263,1,2398,1384,2879,720,2589,1520.874756,5,0,314,293,-2568136.68331203,914838.170432675
568,283,761,12.358615,342,1,2151,1197,2503,591,2146,861.558594,70,6,315,295,-2490521.08545226,883550.845045276
569,288,632,14.619534,288,1,1693,1885,3073,870,3164,572.927734,14,0,314,293,-2483446.54865688,964380.876021587
570,287,627,17.563974,291,1,2071,1433,2752,699,2306,234.609512,8,0,314,293,-2486655.84374791,967422.472138556
571,286,561,25.210201,262,1,2011,1674,3036,774,2759,800.675903,2,0,314,293,-2491346.09229138,1003897.48637532
572,289,630,35.82037,274,1,2191,1509,2914,766,2638,613.387268,3,0,314,293,-2492674.52460464,963829.37235919
573,287,626,35.82037,258,1,2862,905,2537,474,1555,65454.472656,1,0,310,293,-2535682.1532091,937195.150013305
574,287,602,13.817412,258,1,1958,1588,2863,758,2635,775.176208,4,0,314,293,-2528556.29500685,950693.754227291
575,280,883,13.489089,248,1,2719,1143,2727,657,2114,1291.165039,10,1,312,293,-2480467.11994032,762656.879400632
576,276,929,14.245513,348,1,1752,1151,2154,602,2204,1405.828857,18,1,315,294,-2533260.19914018,785394.094887533
577,279,920,13.739546,297,1,2246,1569,3033,781,2629,31580.679688,13,1,312,293,-2525956.11014462,784344.019504218
578,280,871,14.222878,258,1,1913,1635,2866,875,2845,1491.666748,13,1,312,293,-2486001.25913408,804348.731013909
579,277,906,19.560617,290,1,2621,1415,3151,623,2094,956.83374,7,0,310,292,-2611144.52015156,802765.563211522
580,277,966,15.312682,316,1,2730,1208,2844,631,2262,1807.311401,12,0,311,293,-2572193.0688157,748355.783917721
581,276,970,17.360291,319,1,2558,1023,2505,549,1847,1102.358887,18,0,311,293,-2558079.0349747,745722.801563863
582,281,871,14.804974,279,1,3002,1019,2790,537,1811,40432.5,5,1,310,293,-2554688.11468477,811910.375154854
583,275,1075,12.548738,315,1,2689,1245,2876,653,2101,2543.182617,37,3,310,293,-2683179.77247128,696545.133688002
584,275,1081,16.20212,296,1,3040,987,2750,541,1694,9494.378906,16,1,309,293,-2707465.20459226,690109.613589076
585,280,976,15.198527,262,1,2881,835,2466,445,1446,1917.593506,12,1,309,292,-2548637.53558535,731126.792413122
586,281,846,18.312042,292,1,2469,1496,3094,729,2602,1000.659363,11,0,312,293,-2506699.00617257,833076.09342685
587,269,1047,12.537741,442,1,2594,1273,2856,663,2290,1932.173096,39,2,311,293,-2627923.98641655,746984.921069299
588,277,894,14.399508,310,1,2349,1133,2529,579,2008,1227.161011,18,0,312,292,-2598703.22062612,809878.76489755
589,278,898,13.23324,282,1,2542,1248,2814,628,2289,26221.068359,10,1,311,292,-2610180.62645965,806315.422138293
590,266,1070,16.230429,492,1,2774,1164,2850,593,1939,1348.164917,15,0,309,292,-2665825.20241204,717129.651263326
591,286,434,13.703244,319,1,1383,2583,3722,1118,4222,301.516876,9,1,315,293,-2218660.22620965,1059361.25906545
592,273,1104,12.473348,295,1,3325,803,2638,494,1454,3035.922119,38,2,308,292,-2491080.57246786,558369.568868981
593,276,840,13.926388,320,1,2288,1244,2589,700,2420,1276.646484,14,0,312,293,-2399500.24434422,779213.344643623
594,275,851,14.222878,352,1,2714,1123,2761,567,1974,2067.635498,12,1,311,293,-2409402.29164537,776846.542391583
595,277,840,13.758909,328,1,3013,1288,3177,662,2210,1589.315063,18,1,310,293,-2416914.49801317,782220.500267323
596,277,867,12.584281,317,1,2935,1241,3070,624,2104,1325.471924,15,2,310,293,-2414826.82199092,762422.899458303
597,277,861,17.639959,320,1,2673,1349,2998,722,2356,1117.757324,16,1,311,293,-2401815.60680013,767545.20376998
598,278,874,14.164075,311,1,2764,1444,3203,740,2488,1537.311157,10,1,311,293,-2409715.78226881,758036.150070327
599,277,879,16.195942,318,1,2760,1170,2835,607,2015,10640.057617,9,1,311,293,-2411437.84605943,756467.38351559
600,278,876,14.163336,303,1,2859,1110,2817,575,1910,30948.607422,8,0,311,293,-2408446.40813727,756637.051183599
601,278,882,14.911139,314,1,2810,1125,2823,568,1895,9779.061523,17,1,310,293,-2409038.67765682,754186.976335432
602,275,866,13.68239,346,1,3056,1113,2945,599,1954,294.334656,10,1,310,294,-2344457.49426052,773773.785774693
603,275,809,13.157597,340,1,2387,1380,2853,724,2465,968.93512,9,1,312,293,-2382875.62916342,820773.793796507
604,275,819,13.353444,342,1,2848,1216,2961,636,2085,878.846985,9,1,310,293,-2385600.39582675,807058.617199881
605,275,822,12.978221,347,1,2604,1329,2931,695,2350,521.38385,10,1,312,294,-2390478.32055281,808802.213933285
606,274,823,13.470188,367,1,2427,1257,2776,593,2058,52105.980469,10,1,312,294,-2388900.60905465,810461.016117477
607,275,825,13.506174,353,1,2503,1124,2585,615,2042,761.356506,15,1,312,293,-2396222.59397181,806122.782974533
608,275,829,15.404974,351,1,2558,1196,2733,627,2136,17640.025391,18,1,311,293,-2385782.48624127,796830.231271716
609,275,825,16.816759,339,1,2966,1025,2778,529,1847,991.709839,13,0,310,293,-2404156.37376994,805844.248987308
610,279,824,14.280058,297,1,3120,932,2731,504,1746,29794.648438,13,1,310,293,-2428211.39179911,796419.99473406
611,279,817,13.452747,281,1,3149,880,2660,499,1703,974.838257,12,1,310,294,-2423459.95959718,803659.712332158
612,275,865,13.817412,337,1,2652,1245,2870,634,2258,697.092957,10,0,310,293,-2360260.22165309,767623.23297672
613,279,815,13.013214,287,1,2485,1404,2956,736,2506,6235.598633,14,1,312,293,-2432583.68829709,809224.748582239
614,280,818,12.464449,284,1,2971,959,2675,527,1765,32816.113281,14,2,311,293,-2429238.10656879,803510.887640967
615,279,816,14.692881,278,1,2822,1019,2687,523,1849,39665.5,15,1,311,293,-2428893.62450791,805887.199413816
616,278,819,15.312682,296,1,2668,1113,2716,569,2027,19895.875,11,0,311,294,-2420919.05601111,806974.789901196
617,279,812,16.643768,301,1,2538,1276,2829,668,2260,1657.162476,12,1,312,293,-2422642.53257615,818754.266801103
618,278,817,16.497244,298,1,2537,1091,2601,573,2060,12657.642578,21,1,313,294,-2429726.96084545,810079.421280676
619,275,977,13.325829,345,1,3107,1103,2994,554,1859,1717.647217,21,1,310,293,-2378643.97038462,722497.128092348
620,275,982,18.923553,350,1,2938,1110,2832,613,2011,2280.850342,17,0,310,293,-2376103.97302098,721890.585796716
621,277,987,13.071282,315,1,3016,981,2734,533,1732,2481.538574,16,1,310,293,-2371006.86615025,716970.82343212
622,275,977,12.978221,335,1,2804,1200,2916,607,1936,2016.989136,12,1,310,293,-2365391.62709408,720463.150555403
623,275,848,12.333172,345,1,2707,1343,3059,661,2298,1541.044189,18,2,310,293,-2353027.63117439,780833.768812386
624,275,983,13.353444,334,1,3101,952,2718,543,1674,22564.953125,13,1,309,293,-2359687.35091598,716322.045989673
625,277,955,12.901121,339,1,3272,1101,3082,569,1919,1571.633911,19,1,310,293,-2386027.91595791,728735.96468342
626,276,952,12.73701,319,1,2926,1062,2786,567,1926,1746.998291,17,1,310,292,-2370421.00351235,729614.668381531
627,276,931,13.607934,344,1,2658,1403,3133,649,2188,20931.0625,12,1,310,293,-2386195.78859008,737459.786501539
628,276,933,13.506174,343,1,3016,1166,3009,610,2033,11629.104492,15,1,310,293,-2413707.15369947,731805.577030229
629,276,932,13.817412,351,1,3035,1089,2862,611,2026,1581.936401,17,0,310,293,-2413365.77028691,732942.009393458
630,275,939,17.423962,356,1,3113,1011,2823,554,1757,555.23877,12,0,310,293,-2411726.17244116,730915.692398149
631,278,908,13.508274,300,1,3183,892,2708,490,1661,1716.200073,14,1,309,293,-2423715.43209509,737596.6510748
632,277,911,14.510559,320,1,2931,1077,2825,569,1940,46049.273438,18,0,310,293,-2419596.57562051,738713.301165389
633,278,900,17.635271,298,1,2857,1182,2899,639,2169,56593.34375,12,0,310,293,-2436439.90353599,738751.977604654
634,276,855,15.83835,332,1,2965,1109,2876,597,2159,27125.291016,12,1,310,292,-2353986.39008339,774900.47050261
635,279,895,13.355764,284,1,2871,1145,2885,589,1999,768.719971,15,1,310,293,-2438564.11197994,740969.142337325
636,276,942,14.033204,339,1,3080,1066,2904,574,1843,616.898865,13,1,310,293,-2410899.04463267,727548.215597671
637,277,893,22.379831,304,1,2883,1174,2926,616,2071,1826.202515,9,1,311,293,-2376480.97017447,751098.529599063
638,277,897,12.882062,321,1,3020,952,2709,504,1771,1216.127808,13,1,310,293,-2381366.87955121,749915.253870727
639,275,890,16.037666,340,1,2908,998,2684,536,1827,1343.423096,15,1,310,294,-2358497.14837855,756369.827268767
640,277,885,13.174091,302,1,2938,995,2695,554,1848,1417.068237,12,2,311,293,-2364440.42813866,754281.873646115
641,276,878,14.619534,330,1,2764,1088,2720,580,1962,380.855591,15,0,311,293,-2362179.71875243,759448.965838317
642,276,877,13.438586,324,1,2746,1253,2944,640,2165,58955.96875,15,2,311,293,-2368470.40035449,759794.586347337
643,277,880,14.743966,320,1,3347,1088,3081,594,1879,1395.076294,14,1,309,292,-2385617.99152267,758006.844313567
644,274,855,15.312682,359,1,2978,1180,2945,660,2205,1464.043701,12,0,311,293,-2367549.41043917,774894.459566723
645,278,879,14.852598,306,1,3086,1132,2986,593,2013,471.746948,13,0,309,292,-2382296.16143521,757014.053094527
646,277,937,12.750036,335,1,3015,1122,2918,616,2028,1977.278198,17,1,310,293,-2398645.81082969,733642.807194278
647,280,901,12.945789,252,1,2562,1318,2930,647,2264,1817.661743,15,1,312,293,-2477008.43360053,749406.10928411
648,280,881,13.757871,246,1,2663,1071,2607,578,1930,1341.699829,10,1,312,293,-2478485.78990876,761422.888479084
649,279,904,12.93366,264,1,2141,1064,2311,543,1833,1440.12207,14,1,313,293,-2480452.66215271,750577.958795164
650,278,897,13.817412,291,1,2692,1244,2910,630,2113,26900.972656,15,0,311,293,-2457463.90174259,743963.430353801
651,274,963,14.027228,334,1,2834,1077,2776,529,1812,1721.001709,61,0,309,293,-2363100.94060791,726835.711592702
652,278,934,17.817236,278,1,2340,1338,2763,698,2289,1761.293579,16,0,312,293,-2464870.38483588,723460.183908498
653,278,917,15.312682,285,1,2710,966,2529,501,1655,1624.509644,9,0,309,292,-2367299.3335659,740861.252927581
654,277,921,13.817412,298,1,2896,853,2498,481,1546,1596.290405,12,1,310,292,-2353054.62137332,739243.072299689
655,276,932,12.617739,350,1,3006,916,2632,508,1710,846.140076,14,1,310,293,-2387460.35537241,737126.813930138
656,277,905,13.329249,323,1,2719,1151,2839,538,1879,1496.088013,12,1,310,293,-2372967.6319805,747516.497692311
657,275,844,13.703244,350,1,2755,1307,3013,669,2266,1518.478516,14,1,310,293,-2364701.95541661,780379.211794486
658,275,844,14.105094,349,1,3179,982,2843,529,1817,901.922913,11,1,309,293,-2373568.65665994,781741.654597117
659,276,861,16.524893,327,1,3029,999,2747,548,1801,1036.493652,17,1,310,293,-2384440.93111343,768123.707354241
660,278,828,14.510559,296,1,2611,1039,2579,534,1835,787.282043,13,0,311,293,-2334306.18451532,791904.791945333
661,278,827,14.159451,294,1,2729,1015,2606,543,1799,12830.757812,15,0,310,292,-2334647.0638656,792187.739615945
662,277,832,14.027228,325,1,2652,1167,2744,637,2285,554.454529,14,1,311,293,-2416198.65135052,789761.020103235
663,290,401,19.966642,285,1,1712,2631,4077,1103,4385,552.890808,6,0,315,292,-2187565.4505901,1081381.45593834
664,278,825,14.378027,315,1,2351,1491,2992,752,2602,9948.938477,10,1,312,293,-2136788.63629635,818613.464678302
665,207,1186,13.466304,1231,1,3457,756,2726,396,1416,8552.860352,40,1,306,289,1126867.47662249,-992031.324254377
666,208,1183,12.448041,1212,1,3097,740,2457,413,1343,6907.616699,26,2,305,289,1128314.94756501,-986215.959175052
667,180,1398,14.597519,1932,1,4593,696,3156,539,1238,9963.782227,206,8,298,284,1067371.14957379,-907570.445691252
668,200,1243,14.534358,1329,1,3690,775,2873,431,1331,7148.11377,68,5,303,287,1098904.33756531,-1010096.2253016
669,251,913,17.048798,780,1,3890,548,2729,275,932,9956.472656,5,0,304,292,1027676.54793871,-910475.563101458
670,197,1250,14.447133,1400,1,3542,868,2884,505,1513,7684.058105,40,1,303,287,1091802.22716796,-1006270.65949324
671,245,900,14.962882,790,1,3330,834,2764,445,1702,8228.287109,8,0,306,292,1037241.95724323,-911483.263617014
672,228,988,11.950579,939,1,3126,816,2627,408,1607,7001.708496,124,10,308,291,1007879.98349114,-857125.471457806
673,163,1420,13.069395,2041,1,3902,699,2735,509,1378,9011.970703,62,6,298,282,1076364.85471316,-944569.158817511
674,183,1177,10.638208,1734,1,3389,758,2611,481,1358,7410.817871,176,12,302,288,1166455.37592281,-907096.127353161
675,204,1359,12.530188,1588,1,4551,608,3071,468,954,33805.925781,209,11,295,287,1057364.41024395,-894909.363056241
676,178,1426,10.404594,2088,1,4128,661,2899,479,1135,14110.557617,226,14,297,283,1065036.04668776,-912608.908132209
677,247,898,15.419931,792,1,2976,879,2597,461,1751,7559.01709,14,1,308,292,1034009.34843546,-910544.118319442
678,192,1231,10.871668,1792,1,3671,685,2682,418,1166,10031.381836,240,18,301,287,1083699.90002178,-864723.64414299
679,249,923,13.552366,809,1,3319,691,2518,382,1362,9443.795898,7,1,307,292,1035590.33464841,-906781.043663264
680,253,976,12.880561,845,1,3158,767,2557,400,1406,9106.521484,17,1,304,292,1044973.13118262,-901074.96454793
681,217,1135,13.216269,1095,1,5194,433,3387,259,980,10794.063477,159,8,301,290,1007124.9587934,-841078.780467535
682,220,1120,15.584529,1095,1,4669,469,3096,256,981,10079.743164,163,6,302,290,1011764.57767005,-850361.143640658
683,152,1606,11.085334,2231,1,4223,847,3011,740,1325,7924.412598,387,15,296,283,1060266.45494182,-956263.914700474
684,193,1185,12.054585,1621,1,4136,579,2871,334,1070,10450.138672,117,9,301,287,1100481.24521085,-883191.883397696
685,193,1046,12.429686,1491,1,3942,628,2792,377,1218,7751.561035,99,6,303,288,1149677.00392031,-878632.921991146
686,190,1165,11.499705,1624,1,3473,697,2609,408,1331,7361.055176,70,5,302,286,1103872.73398968,-905581.780116977
687,240,921,13.165328,777,1,1873,977,2038,503,1321,37141.929688,16,1,303,295,1040130.12453124,-921352.085050688
688,143,1672,17.25386,2466,1,4254,581,2532,633,768,14164.418945,95,7,290,281,1041541.96183474,-808567.588738022
689,245,901,35.82037,767,0,159,383,443,409,379,12592.130859,9,0,NA,NA,1033276.2172553,-919155.292360605
690,244,901,35.82037,767,0,177,630,699,727,445,65534,0,0,NA,NA,1037324.65289908,-922985.64708189
691,241,926,13.520923,780,1,3689,739,2897,362,977,31689.855469,27,1,301,295,1040292.76498968,-923519.843291518
692,250,888,35.82037,767,0,162,549,606,686,394,65534,0,0,NA,NA,1033880.16082023,-923591.233988785
693,246,899,35.82037,767,0,187,593,653,737,427,65534,0,0,NA,NA,1036498.68229779,-924076.051300884
694,247,893,35.82037,767,0,108,483,520,602,346,65534,0,0,NA,NA,1033894.23524404,-921509.234207709
695,244,898,35.82037,767,0,183,512,577,634,382,65534,0,0,NA,NA,1036995.90907109,-920615.979971857
696,246,907,35.82037,767,0,516,431,659,349,521,8329.727539,10,0,NA,NA,1032106.74577535,-919848.250668523
697,241,904,14.50538,777,1,4131,628,2955,354,1305,8162.217285,4,0,304,293,1038457.66838084,-917660.109278307
698,242,909,35.82037,767,0,148,543,597,642,395,65534,0,0,NA,NA,1038504.78981764,-922178.865585969
699,241,904,14.50538,777,1,4131,628,2955,354,1305,8162.217285,4,0,304,293,1038611.18974772,-917752.975040142
700,242,906,35.82037,767,0,118,526,566,620,387,65534,0,0,NA,NA,1038027.30248685,-921963.934997124
701,241,926,13.520923,780,1,3689,739,2897,362,977,31689.855469,27,1,301,295,1040278.41998639,-923086.03398132
702,248,895,35.82037,767,0,159,446,494,578,354,65534,0,0,NA,NA,1032572.7705695,-921517.892434289
703,244,897,35.82037,767,0,198,529,600,662,383,65534,0,0,NA,NA,1035507.17417526,-920280.603634686
704,242,896,14.753066,777,1,3542,708,2708,389,1449,35860.15625,6,1,306,293,1036965.43184018,-915295.225631938
705,244,897,35.82037,767,0,172,583,648,706,429,65534,0,0,NA,NA,1036355.36027749,-921493.853529477
706,247,895,35.82037,767,0,191,693,760,823,506,65534,0,0,NA,NA,1035587.25781182,-923752.374305417
707,245,897,35.82037,767,0,146,492,544,619,357,65534,0,0,NA,NA,1034253.45763473,-920215.079729472
708,242,902,35.82037,767,0,167,382,445,451,351,43000.75,7,0,NA,NA,1037242.96678931,-919421.881969114
709,245,897,35.82037,767,0,146,492,544,619,357,65534,0,0,NA,NA,1034991.87024918,-920130.77434481
710,241,901,13.398741,778,1,2651,893,2418,450,1860,37435.230469,10,1,306,293,1037280.81458856,-916229.134347317
711,244,902,13.703244,776,1,3688,707,2844,346,1411,25254.857422,11,1,304,293,1034868.59947352,-917244.190134601
712,247,895,35.82037,767,0,191,693,760,823,506,65534,0,0,NA,NA,1035973.1822219,-923653.780402177
713,244,898,13.459064,777,1,4238,629,3083,325,1328,11570.105469,3,1,305,292,1034131.64514259,-916401.194998556
714,242,902,35.82037,767,0,167,382,445,451,351,43000.75,7,0,NA,NA,1037618.7737766,-919960.768964169
715,243,898,13.68239,776,1,3524,708,2705,374,1352,34814.261719,3,1,305,293,1035186.95045405,-916885.668380213
716,241,902,15.609172,782,1,4073,707,3057,388,1457,65530,4,0,306,293,1038034.78182901,-915315.341990002
717,241,912,14.71805,784,1,3017,895,2657,458,1702,65530,10,1,306,293,1040149.76656439,-916817.188564249
718,244,902,13.703244,776,1,3688,707,2844,346,1411,25254.857422,11,1,304,293,1034349.34550573,-917560.919649926
719,246,898,35.82037,767,0,119,434,468,544,346,37535.039062,0,0,NA,NA,1033060.67445457,-920475.053278291
720,196,947,14.128505,1459,1,3767,593,2667,349,1060,9912.703125,86,6,302,286,1181756.40566825,-861819.226070879
721,202,923,12.679447,1444,1,3884,575,2694,358,1170,8528.794922,41,5,302,286,1177310.2941908,-855815.67375652
